GO-term	Name	Category	NumberOfProteinsInNetwork	TPD	P-value	FDR	ProteinAccessions	ProteinNames
GO:0005925	focal adhesion	cellular_component	11	195	0.004394299	0.034602076	P62330|P61586|P05556|P13861|P11233|P35241|P35658|Q13283|Q9Y4L1|P61026|P11940|	ARF6|RHOA|ITGB1|PRKAR2A|RALA|RDX|NUP214|G3BP1|HYOU1|RAB10|PABPC1|
GO:0005929	cilium	cellular_component	12	144	4.38E-07	0.009118541	P49454|P67870|P62873|P61006|P17612|P13861|P31323|O14745|P61026|Q7Z7A1|Q9BV73|Q8N4C6|	CENPF|CSNK2B|GNB1|RAB8A|PRKACA|PRKAR2A|PRKAR2B|SLC9A3R1|RAB10|CNTRL|CEP250|NIN|
GO:0005930	axoneme	cellular_component	3	8	0.046925631	0.26221336	P49454|P17612|P13861|	CENPF|PRKACA|PRKAR2A|
GO:0005938	cell cortex	cellular_component	4	13	0.007191425	0.109433962	P62330|P61586|P35241|P61026|	ARF6|RHOA|RDX|RAB10|
GO:0005952	cAMP-dependent protein kinase complex	cellular_component	3	3	0.002764556	0.034602076	P17612|P13861|P31323|	PRKACA|PRKAR2A|PRKAR2B|
GO:0005975	carbohydrate metabolic process	biological_process	4	15	0.014437698	0.109433962	P00387|P06280|Q99519|Q13724|	CYB5R3|GLA|NEU1|MOGS|
GO:0006082	organic acid metabolic process	biological_process	13	510	0.980636423	1	P11310|P00387|P13804|O95573|O00469|P16435|P31323|Q92820|Q9UDR5|O14975|Q9H845|Q5VT66|Q9H7Z7|	ACADM|CYB5R3|ETFA|ACSL3|PLOD2|POR|PRKAR2B|GGH|AASS|SLC27A2|ACAD9|MARC1|PTGES2|
GO:0006091	generation of precursor metabolites and energy	biological_process	8	244	0.975182955	1	P13804|Q9Y6M9|P16435|O75439|Q9UJZ1|Q9Y375|Q9H7Z7|Q8N183|	ETFA|NDUFB9|POR|PMPCB|STOML2|NDUFAF1|PTGES2|NDUFAF2|
GO:0006119	oxidative phosphorylation	biological_process	4	78	0.989146573	1	Q9Y6M9|O75439|Q9UJZ1|Q9Y375|	NDUFB9|PMPCB|STOML2|NDUFAF1|
GO:0006139	nucleobase-containing compound metabolic process	biological_process	44	5971	0.398116427	0.63596168	P61586|P05026|P38606|P49454|P26358|O95573|P13984|Q9HCE1|Q9Y6M9|P52948|P09884|P50897|P49642|P49643|P17612|Q92900|O75534|Q13310|O43818|O75439|P62877|Q13283|Q9UDR5|O00566|Q6UX04|O95391|Q96B26|Q9NU22|Q13868|P37198|Q14181|Q9Y3U8|Q8NEJ9|P11940|Q9UJZ1|Q9NQT5|Q9Y375|Q9H2H8|Q9NW13|Q9NQT4|Q9H773|Q8TAD8|Q9BSC4|Q96HW7|	RHOA|ATP1B1|ATP6V1A|CENPF|DNMT1|ACSL3|GTF2F2|MOV10|NDUFB9|NUP98|POLA1|PPT1|PRIM1|PRIM2|PRKACA|UPF1|CSDE1|PABPC4|RRP9|PMPCB|RBX1|G3BP1|AASS|MPHOSPH10|CWC27|SLU7|EXOSC8|MDN1|EXOSC2|NUP62|POLA2|RPL36|NGDN|PABPC1|STOML2|EXOSC3|NDUFAF1|PPIL3|RBM28|EXOSC5|DCTPP1|SNIP1|NOL10|INTS4|
GO:0006163	purine nucleotide metabolic process	biological_process	10	370	0.983901811	1	P61586|P05026|P38606|O95573|Q9Y6M9|P50897|O75439|Q9UDR5|Q9UJZ1|Q9Y375|	RHOA|ATP1B1|ATP6V1A|ACSL3|NDUFB9|PPT1|PMPCB|AASS|STOML2|NDUFAF1|
GO:0006164	purine nucleotide biosynthetic process	biological_process	3	54	0.998256375	1	O95573|P50897|Q9UJZ1|	ACSL3|PPT1|STOML2|
GO:0006259	DNA metabolic process	biological_process	12	385	0.273889001	0.496038035	P49454|P26358|P52948|P09884|P49642|P49643|Q92900|P62877|Q14181|Q9NQT5|Q9NQT4|Q9H773|	CENPF|DNMT1|NUP98|POLA1|PRIM1|PRIM2|UPF1|RBX1|POLA2|EXOSC3|EXOSC5|DCTPP1|
GO:0006260	DNA replication	biological_process	6	31	4.81E-04	0.009118541	P52948|P09884|P49642|P49643|Q92900|Q14181|	NUP98|POLA1|PRIM1|PRIM2|UPF1|POLA2|
GO:0006261	DNA-dependent DNA replication	biological_process	5	19	9.80E-04	0.009118541	P09884|P49642|P49643|Q92900|Q14181|	POLA1|PRIM1|PRIM2|UPF1|POLA2|
GO:0006269	"DNA replication, synthesis of RNA primer"	biological_process	3	3	0.002764556	0.034602076	P09884|P49642|P49643|	POLA1|PRIM1|PRIM2|
GO:0006281	DNA repair	biological_process	3	33	0.568742522	0.793565684	P09884|Q92900|P62877|	POLA1|UPF1|RBX1|
GO:0006304	DNA modification	biological_process	3	13	0.270376671	0.495238095	P26358|Q9NQT5|Q9NQT4|	DNMT1|EXOSC3|EXOSC5|
GO:0006325	chromatin organization	biological_process	4	22	0.002386661	0.034602076	P26358|Q92769|P25440|O60885|	DNMT1|HDAC2|BRD2|BRD4|
GO:0006351	"transcription, DNA-templated"	biological_process	3	19	9.80E-04	0.009118541	P13984|P37198|Q96HW7|	GTF2F2|NUP62|INTS4|
GO:0006354	"DNA-templated transcription, elongation"	biological_process	1	3	0.002764556	0.034602076	P13984|	GTF2F2|
GO:0006355	"regulation of transcription, DNA-templated"	biological_process	28	2485	0.515533826	0.754975978	Q08117|P61586|P49454|P26358|P55085|P35555|Q14789|P13984|Q92769|P09601|P09884|P25440|Q04724|Q04726|O76024|O75534|Q13617|Q13546|Q9UN86|P62877|Q9H4P4|O60885|P37198|Q9NY61|Q9UHD2|Q96SN8|Q8TAD8|Q9H7Z7|	AES|RHOA|CENPF|DNMT1|F2RL1|FBN1|GOLGB1|GTF2F2|HDAC2|HMOX1|POLA1|BRD2|TLE1|TLE3|WFS1|CSDE1|CUL2|RIPK1|G3BP2|RBX1|RNF41|BRD4|NUP62|AATF|TBK1|CDK5RAP2|SNIP1|PTGES2|
GO:0006357	regulation of transcription by RNA polymerase II	biological_process	16	832	0.175768237	0.389136242	Q08117|P61586|P26358|P55085|P35555|P13984|Q92769|P09601|P25440|O76024|Q13617|Q13546|P62877|O60885|Q9NY61|Q9UHD2|	AES|RHOA|DNMT1|F2RL1|FBN1|GTF2F2|HDAC2|HMOX1|BRD2|WFS1|CUL2|RIPK1|RBX1|BRD4|AATF|TBK1|
GO:0006364	rRNA processing	biological_process	9	58	5.40E-07	0.009118541	O43818|O00566|Q96B26|Q9NU22|Q13868|Q8NEJ9|Q9NQT5|Q9NQT4|Q9BSC4|	RRP9|MPHOSPH10|EXOSC8|MDN1|EXOSC2|NGDN|EXOSC3|EXOSC5|NOL10|
GO:0006366	transcription by RNA polymerase II	biological_process	2	8	9.45E-04	0.009118541	P13984|Q96HW7|	GTF2F2|INTS4|
GO:0006368	transcription elongation from RNA polymerase II promoter	biological_process	1	3	0.002764556	0.034602076	P13984|	GTF2F2|
GO:0006396	RNA processing	biological_process	19	704	0.00622228	0.109433962	P13984|P17612|Q13310|O43818|O00566|Q6UX04|O95391|Q96B26|Q9NU22|Q13868|Q8NEJ9|P11940|Q9NQT5|Q9H2H8|Q9NW13|Q9NQT4|Q8TAD8|Q9BSC4|Q96HW7|	GTF2F2|PRKACA|PABPC4|RRP9|MPHOSPH10|CWC27|SLU7|EXOSC8|MDN1|EXOSC2|NGDN|PABPC1|EXOSC3|PPIL3|RBM28|EXOSC5|SNIP1|NOL10|INTS4|
GO:0006397	mRNA processing	biological_process	7	84	0.071421457	0.26221336	P13984|P17612|Q6UX04|O95391|P11940|Q9H2H8|Q9NW13|	GTF2F2|PRKACA|CWC27|SLU7|PABPC1|PPIL3|RBM28|
GO:0006399	tRNA metabolic process	biological_process	3	3	0.002764556	0.034602076	Q96B26|Q13868|Q9NQT5|	EXOSC8|EXOSC2|EXOSC3|
GO:0006401	RNA catabolic process	biological_process	9	68	3.26E-06	0.009118541	Q92900|O75534|Q13310|Q96B26|Q13868|Q9Y3U8|P11940|Q9NQT5|Q9NQT4|	UPF1|CSDE1|PABPC4|EXOSC8|EXOSC2|RPL36|PABPC1|EXOSC3|EXOSC5|
GO:0006402	mRNA catabolic process	biological_process	8	46	3.44E-06	0.009118541	Q92900|O75534|Q96B26|Q13868|Q9Y3U8|P11940|Q9NQT5|Q9NQT4|	UPF1|CSDE1|EXOSC8|EXOSC2|RPL36|PABPC1|EXOSC3|EXOSC5|
GO:0006403	RNA localization	biological_process	13	204	5.28E-08	0.009118541	Q99567|P52948|Q92900|P35658|P78406|Q9UN86|P61970|O95391|Q8TEM1|Q13868|P37198|Q9NQT5|Q7Z3B4|	NUP88|NUP98|UPF1|NUP214|RAE1|G3BP2|NUTF2|SLU7|NUP210|EXOSC2|NUP62|EXOSC3|NUP54|
GO:0006405	RNA export from nucleus	biological_process	9	72	8.59E-08	0.009118541	Q99567|P52948|Q92900|P35658|P78406|O95391|Q8TEM1|P37198|Q7Z3B4|	NUP88|NUP98|UPF1|NUP214|RAE1|SLU7|NUP210|NUP62|NUP54|
GO:0006406	mRNA export from nucleus	biological_process	9	72	8.59E-08	0.009118541	Q99567|P52948|Q92900|P35658|P78406|O95391|Q8TEM1|P37198|Q7Z3B4|	NUP88|NUP98|UPF1|NUP214|RAE1|SLU7|NUP210|NUP62|NUP54|
GO:0006412	translation	biological_process	8	56	2.48E-05	0.009118541	Q15056|Q13310|Q92552|Q9Y3U8|P11940|Q9Y399|P82663|P82675|	EIF4H|PABPC4|MRPS27|RPL36|PABPC1|MRPS2|MRPS25|MRPS5|
GO:0006413	translational initiation	biological_process	3	3	0.002764556	0.034602076	Q15056|Q9Y3U8|P11940|	EIF4H|RPL36|PABPC1|
GO:0006414	translational elongation	biological_process	4	6	3.68E-04	0.009118541	Q92552|Q9Y399|P82663|P82675|	MRPS27|MRPS2|MRPS25|MRPS5|
GO:0006415	translational termination	biological_process	4	6	3.68E-04	0.009118541	Q92552|Q9Y399|P82663|P82675|	MRPS27|MRPS2|MRPS25|MRPS5|
GO:0006417	regulation of translation	biological_process	8	100	0.016934238	0.109433962	P61586|Q9HCE1|Q92900|Q15056|Q92552|Q92615|Q8NEJ9|P11940|	RHOA|MOV10|UPF1|EIF4H|MRPS27|LARP4B|NGDN|PABPC1|
GO:0006457	protein folding	biological_process	10	258	0.733482049	0.919924338	P62873|O76024|Q13724|Q6UX04|Q8N766|Q9BS26|Q9H2H8|Q9H173|Q9HAV7|Q96DA6|	GNB1|WFS1|MOGS|CWC27|EMC1|ERP44|PPIL3|SIL1|GRPEL1|DNAJC19|
GO:0006464	cellular protein modification process	biological_process	44	4952	0.001428416	0.034602076	P61586|P19784|P67870|Q7KZI7|P35555|Q08379|Q92769|Q9P0L2|P27448|P61006|Q08431|O00469|P16435|P50897|P17612|P48556|P62820|P61019|O76024|Q13724|Q13617|O76061|Q13546|P62877|Q99996|Q9H4P4|P61962|Q6UX04|Q13438|Q7Z7A1|O14578|O95684|O75592|O60885|Q9ULT8|Q9UHD2|Q7Z5G4|Q9H2H8|Q9NXK8|Q86YT6|Q9BQQ3|Q9C0D3|Q9BZQ6|Q8TD19|	RHOA|CSNK2A2|CSNK2B|MARK2|FBN1|GOLGA2|HDAC2|MARK1|MARK3|RAB8A|MFGE8|PLOD2|POR|PPT1|PRKACA|PSMD8|RAB1A|RAB2A|WFS1|MOGS|CUL2|STC2|RIPK1|RBX1|AKAP9|RNF41|DCAF7|CWC27|OS9|CNTRL|CIT|FGFR1OP|MYCBP2|BRD4|HECTD1|TBK1|GOLGA7|PPIL3|FBXL12|MIB1|GORASP1|ZYG11B|EDEM3|NEK9|
GO:0006468	protein phosphorylation	biological_process	15	395	0.002717625	0.034602076	P19784|P67870|Q7KZI7|Q9P0L2|P27448|P17612|Q13546|P62877|Q99996|Q7Z7A1|O14578|O95684|O60885|Q9UHD2|Q8TD19|	CSNK2A2|CSNK2B|MARK2|MARK1|MARK3|PRKACA|RIPK1|RBX1|AKAP9|CNTRL|CIT|FGFR1OP|BRD4|TBK1|NEK9|
GO:0006469	negative regulation of protein kinase activity	biological_process	4	14	0.010269959	0.109433962	P13861|P31323|O95684|P37198|	PRKAR2A|PRKAR2B|FGFR1OP|NUP62|
GO:0006486	protein glycosylation	biological_process	4	36	0.71435678	0.912247475	Q08379|Q13724|Q9BQQ3|Q9BZQ6|	GOLGA2|MOGS|GORASP1|EDEM3|
GO:0006508	proteolysis	biological_process	19	972	0.337328701	0.56622773	P61586|P14735|P52948|P48556|O76024|Q13617|Q13546|Q92820|O75439|P62877|Q9H4P4|Q13438|Q10713|Q96DZ1|Q9UJZ1|Q9NXK8|Q8IWF2|Q9BZQ6|Q2T9J0|	RHOA|IDE|NUP98|PSMD8|WFS1|CUL2|RIPK1|GGH|PMPCB|RBX1|RNF41|OS9|PMPCA|ERLEC1|STOML2|FBXL12|FOXRED2|EDEM3|TYSND1|
GO:0006511	ubiquitin-dependent protein catabolic process	biological_process	9	138	8.13E-04	0.009118541	P48556|O76024|Q13617|P62877|Q13438|Q96DZ1|Q9NXK8|Q8IWF2|Q9BZQ6|	PSMD8|WFS1|CUL2|RBX1|OS9|ERLEC1|FBXL12|FOXRED2|EDEM3|
GO:0006518	peptide metabolic process	biological_process	9	106	9.31E-04	0.009118541	P14735|Q15056|Q13310|Q92552|Q9Y3U8|P11940|Q9Y399|P82663|P82675|	IDE|EIF4H|PABPC4|MRPS27|RPL36|PABPC1|MRPS2|MRPS25|MRPS5|
GO:0006575	cellular modified amino acid metabolic process	biological_process	4	39	0.831253798	0.986731001	P11310|O00469|P16435|Q92820|	ACADM|PLOD2|POR|GGH|
GO:0006605	protein targeting	biological_process	21	1149	0.033514435	0.26221336	P14735|P09132|P61011|O76094|P51149|O00116|O00203|O75439|Q13438|O14975|Q10713|Q9Y3U8|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q7Z5G4|Q7Z3B4|Q9HAV7|Q96DA6|Q2T9J0|	IDE|SRP19|SRP54|SRP72|RAB7A|AGPS|AP3B1|PMPCB|OS9|SLC27A2|PMPCA|RPL36|TIMM10B|TIMM10|TIMM9|TIMM8B|GOLGA7|NUP54|GRPEL1|DNAJC19|TYSND1|
GO:0006606	protein import into nucleus	biological_process	6	18	1.39E-05	0.009118541	Q99567|P52948|P35658|P61970|P37198|Q7Z3B4|	NUP88|NUP98|NUP214|NUTF2|NUP62|NUP54|
GO:0006611	protein export from nucleus	biological_process	10	90	2.16E-08	0.009118541	Q99567|P52948|Q92900|P35658|P78406|P61970|O95391|Q8TEM1|P37198|Q7Z3B4|	NUP88|NUP98|UPF1|NUP214|RAE1|NUTF2|SLU7|NUP210|NUP62|NUP54|
GO:0006612	protein targeting to membrane	biological_process	5	33	0.034633618	0.26221336	P09132|P61011|O76094|Q9Y3U8|Q7Z5G4|	SRP19|SRP54|SRP72|RPL36|GOLGA7|
GO:0006613	cotranslational protein targeting to membrane	biological_process	4	6	3.68E-04	0.009118541	P09132|P61011|O76094|Q9Y3U8|	SRP19|SRP54|SRP72|RPL36|
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	biological_process	4	6	3.68E-04	0.009118541	P09132|P61011|O76094|Q9Y3U8|	SRP19|SRP54|SRP72|RPL36|
GO:0006616	"SRP-dependent cotranslational protein targeting to membrane, translocation"	biological_process	3	3	0.002764556	0.034602076	P09132|P61011|O76094|	SRP19|SRP54|SRP72|
GO:0006625	protein targeting to peroxisome	biological_process	4	8	9.45E-04	0.009118541	P14735|O00116|O14975|Q2T9J0|	IDE|AGPS|SLC27A2|TYSND1|
GO:0006626	protein targeting to mitochondrion	biological_process	8	85	7.23E-07	0.009118541	O75439|Q10713|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q9HAV7|Q96DA6|	PMPCB|PMPCA|TIMM10B|TIMM10|TIMM9|TIMM8B|GRPEL1|DNAJC19|
GO:0006629	lipid metabolic process	biological_process	17	861	0.97743628	1	P11310|P00387|P13804|O95573|P06280|Q99519|P16435|P50897|P31323|P51149|O00116|P61916|O14975|Q9H845|P61106|Q8IWA5|Q9H7Z7|	ACADM|CYB5R3|ETFA|ACSL3|GLA|NEU1|POR|PPT1|PRKAR2B|RAB7A|AGPS|NPC2|SLC27A2|ACAD9|RAB14|SLC44A2|PTGES2|
GO:0006631	fatty acid metabolic process	biological_process	8	177	0.897179131	1	P11310|P13804|O95573|P16435|P31323|O14975|Q9H845|Q9H7Z7|	ACADM|ETFA|ACSL3|POR|PRKAR2B|SLC27A2|ACAD9|PTGES2|
GO:0006635	fatty acid beta-oxidation	biological_process	3	14	0.344818652	0.591047041	P11310|P13804|O14975|	ACADM|ETFA|SLC27A2|
GO:0006637	acyl-CoA metabolic process	biological_process	3	14	0.344818652	0.591047041	O95573|P50897|Q9UDR5|	ACSL3|PPT1|AASS|
GO:0006643	membrane lipid metabolic process	biological_process	3	17	0.593802408	0.822089947	P06280|Q99519|P50897|	GLA|NEU1|PPT1|
GO:0006665	sphingolipid metabolic process	biological_process	3	17	0.593802408	0.822089947	P06280|Q99519|P50897|	GLA|NEU1|PPT1|
GO:0006725	cellular aromatic compound metabolic process	biological_process	46	6658	0.618636311	0.832131148	P61586|P05026|P38606|P49454|P26358|O95573|P13984|P09601|Q9HCE1|Q9Y6M9|P52948|P09884|P50897|P49642|P49643|P17612|Q92900|O75534|Q13310|Q92820|O43818|O75439|P62877|Q13283|Q9UDR5|O00566|Q6UX04|O95391|Q96B26|Q9NU22|Q13868|P37198|Q14181|Q9Y3U8|Q8NEJ9|P11940|Q9UJZ1|Q9NQT5|Q9Y375|Q9H2H8|Q9NW13|Q9NQT4|Q9H773|Q8TAD8|Q9BSC4|Q96HW7|	RHOA|ATP1B1|ATP6V1A|CENPF|DNMT1|ACSL3|GTF2F2|HMOX1|MOV10|NDUFB9|NUP98|POLA1|PPT1|PRIM1|PRIM2|PRKACA|UPF1|CSDE1|PABPC4|GGH|RRP9|PMPCB|RBX1|G3BP1|AASS|MPHOSPH10|CWC27|SLU7|EXOSC8|MDN1|EXOSC2|NUP62|POLA2|RPL36|NGDN|PABPC1|STOML2|EXOSC3|NDUFAF1|PPIL3|RBM28|EXOSC5|DCTPP1|SNIP1|NOL10|INTS4|
GO:0006732	coenzyme metabolic process	biological_process	6	104	0.954748352	1	P00387|O95573|P50897|Q92820|Q9UDR5|Q9NZL9|	CYB5R3|ACSL3|PPT1|GGH|AASS|MAT2B|
GO:0006753	nucleoside phosphate metabolic process	biological_process	11	445	0.988932812	1	P61586|P05026|P38606|O95573|Q9Y6M9|P50897|O75439|Q9UDR5|Q9UJZ1|Q9Y375|Q9H773|	RHOA|ATP1B1|ATP6V1A|ACSL3|NDUFB9|PPT1|PMPCB|AASS|STOML2|NDUFAF1|DCTPP1|
GO:0006790	sulfur compound metabolic process	biological_process	4	39	0.831253798	0.986731001	O95573|P50897|Q9UDR5|Q9NZL9|	ACSL3|PPT1|AASS|MAT2B|
GO:0006793	phosphorus metabolic process	biological_process	28	2151	0.468701528	0.715589888	P61586|P05026|P38606|P19784|P67870|Q7KZI7|O95573|Q9P0L2|P27448|Q9Y6M9|P50897|P17612|Q13546|O75439|P62877|Q99996|Q9UDR5|Q7Z7A1|O14578|O95684|O60885|Q9UHD2|Q9UJZ1|Q9Y375|P61106|Q8IWA5|Q9H773|Q8TD19|	RHOA|ATP1B1|ATP6V1A|CSNK2A2|CSNK2B|MARK2|ACSL3|MARK1|MARK3|NDUFB9|PPT1|PRKACA|RIPK1|PMPCB|RBX1|AKAP9|AASS|CNTRL|CIT|FGFR1OP|BRD4|TBK1|STOML2|NDUFAF1|RAB14|SLC44A2|DCTPP1|NEK9|
GO:0006796	phosphate-containing compound metabolic process	biological_process	28	2151	0.468701528	0.715589888	P61586|P05026|P38606|P19784|P67870|Q7KZI7|O95573|Q9P0L2|P27448|Q9Y6M9|P50897|P17612|Q13546|O75439|P62877|Q99996|Q9UDR5|Q7Z7A1|O14578|O95684|O60885|Q9UHD2|Q9UJZ1|Q9Y375|P61106|Q8IWA5|Q9H773|Q8TD19|	RHOA|ATP1B1|ATP6V1A|CSNK2A2|CSNK2B|MARK2|ACSL3|MARK1|MARK3|NDUFB9|PPT1|PRKACA|RIPK1|PMPCB|RBX1|AKAP9|AASS|CNTRL|CIT|FGFR1OP|BRD4|TBK1|STOML2|NDUFAF1|RAB14|SLC44A2|DCTPP1|NEK9|
GO:0006807	nitrogen compound metabolic process	biological_process	103	32769	0.996832895	1	P11310|O94973|P61586|P05026|P38606|P49454|Q96CW1|P19784|P67870|P26358|Q7KZI7|O95573|P35555|P06280|Q08379|P13984|Q92769|P09601|P14735|Q9P0L2|P27448|P61006|Q08431|Q9HCE1|Q9Y6M9|Q99519|P52948|O00469|P09884|P16435|P50897|P49642|P49643|P17612|P48556|P62820|P61019|Q92900|Q15056|O76024|O75534|Q13724|P51149|Q13617|O76061|Q13546|Q13310|Q92820|O43818|O75439|P62877|Q99996|Q13283|Q9UDR5|Q9H4P4|O00566|P61962|Q6UX04|O95391|Q13438|Q7Z7A1|O14578|O95684|Q96B26|Q9BS26|O75592|Q92552|Q9NU22|Q10713|Q13868|O60885|P37198|Q14181|Q9ULT8|Q9Y3U8|Q8NEJ9|P11940|Q96DZ1|Q9UHD2|Q9UJZ1|Q9NQT5|Q9Y375|Q9Y399|Q7Z5G4|Q9H2H8|Q9NXK8|Q9NW13|Q9NQT4|Q8IWA5|Q86YT6|P82663|Q9BQQ3|Q5VT66|P82675|Q9H773|Q9C0D3|Q8TAD8|Q9BSC4|Q8IWF2|Q9BZQ6|Q8TD19|Q96HW7|Q2T9J0|	ACADM|AP2A2|RHOA|ATP1B1|ATP6V1A|CENPF|AP2M1|CSNK2A2|CSNK2B|DNMT1|MARK2|ACSL3|FBN1|GLA|GOLGA2|GTF2F2|HDAC2|HMOX1|IDE|MARK1|MARK3|RAB8A|MFGE8|MOV10|NDUFB9|NEU1|NUP98|PLOD2|POLA1|POR|PPT1|PRIM1|PRIM2|PRKACA|PSMD8|RAB1A|RAB2A|UPF1|EIF4H|WFS1|CSDE1|MOGS|RAB7A|CUL2|STC2|RIPK1|PABPC4|GGH|RRP9|PMPCB|RBX1|AKAP9|G3BP1|AASS|RNF41|MPHOSPH10|DCAF7|CWC27|SLU7|OS9|CNTRL|CIT|FGFR1OP|EXOSC8|ERP44|MYCBP2|MRPS27|MDN1|PMPCA|EXOSC2|BRD4|NUP62|POLA2|HECTD1|RPL36|NGDN|PABPC1|ERLEC1|TBK1|STOML2|EXOSC3|NDUFAF1|MRPS2|GOLGA7|PPIL3|FBXL12|RBM28|EXOSC5|SLC44A2|MIB1|MRPS25|GORASP1|MARC1|MRPS5|DCTPP1|ZYG11B|SNIP1|NOL10|FOXRED2|EDEM3|NEK9|INTS4|TYSND1|
GO:0006810	transport	biological_process	78	17479	0.175960734	0.389136242	O94973|P62330|P61586|P05026|P38606|Q15904|P49454|Q96CW1|P67870|P00387|P27105|P55085|O95573|P06280|Q08379|Q14789|P14735|P05556|P61006|Q08431|Q99519|Q99567|P52948|P50897|P62820|P61019|P51148|P11233|Q92900|P09132|P61011|O76094|P51149|P35658|P78406|O00116|O00203|Q92820|O14745|O75439|Q9UN86|P61970|O43823|Q9Y4L1|O95391|P61916|P61026|Q13438|Q12907|O14975|Q9NP72|Q9BS26|Q96S66|Q10713|Q8TEM1|Q96JC1|P37198|Q9UH99|Q9Y3U8|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q96DZ1|Q9UJZ1|Q7Z5G4|P61106|Q7Z3B4|Q9H270|Q8IWA5|Q86YT6|Q9H173|Q9BQQ3|Q9H7Z7|Q9HAV7|Q96DA6|Q4KMQ2|Q2T9J0|	AP2A2|ARF6|RHOA|ATP1B1|ATP6V1A|ATP6AP1|CENPF|AP2M1|CSNK2B|CYB5R3|STOM|F2RL1|ACSL3|GLA|GOLGA2|GOLGB1|IDE|ITGB1|RAB8A|MFGE8|NEU1|NUP88|NUP98|PPT1|RAB1A|RAB2A|RAB5C|RALA|UPF1|SRP19|SRP54|SRP72|RAB7A|NUP214|RAE1|AGPS|AP3B1|GGH|SLC9A3R1|PMPCB|G3BP2|NUTF2|AKAP8|HYOU1|SLU7|NPC2|RAB10|OS9|LMAN2|SLC27A2|RAB18|ERP44|CLCC1|PMPCA|NUP210|VPS39|NUP62|SUN2|RPL36|TIMM10B|TIMM10|TIMM9|TIMM8B|ERLEC1|STOML2|GOLGA7|RAB14|NUP54|VPS11|SLC44A2|MIB1|SIL1|GORASP1|PTGES2|GRPEL1|DNAJC19|ANO6|TYSND1|
GO:0006811	ion transport	biological_process	13	577	0.964347547	1	P05026|P38606|Q15904|O95573|O14745|O75439|P61916|O14975|Q96S66|Q10713|Q9UJZ1|Q8IWA5|Q4KMQ2|	ATP1B1|ATP6V1A|ATP6AP1|ACSL3|SLC9A3R1|PMPCB|NPC2|SLC27A2|CLCC1|PMPCA|STOML2|SLC44A2|ANO6|
GO:0006812	cation transport	biological_process	9	267	0.817659675	0.981785064	P05026|P38606|Q15904|O14745|O75439|Q10713|Q9UJZ1|Q8IWA5|Q4KMQ2|	ATP1B1|ATP6V1A|ATP6AP1|SLC9A3R1|PMPCB|PMPCA|STOML2|SLC44A2|ANO6|
GO:0006814	sodium ion transport	biological_process	3	11	0.149967436	0.364963504	P05026|O14745|Q4KMQ2|	ATP1B1|SLC9A3R1|ANO6|
GO:0006816	calcium ion transport	biological_process	4	44	0.946739445	1	O75439|Q10713|Q9UJZ1|Q4KMQ2|	PMPCB|PMPCA|STOML2|ANO6|
GO:0006820	anion transport	biological_process	6	98	0.900129936	1	O95573|O14745|P61916|O14975|Q96S66|Q4KMQ2|	ACSL3|SLC9A3R1|NPC2|SLC27A2|CLCC1|ANO6|
GO:0006839	mitochondrial transport	biological_process	9	285	0.061516284	0.26221336	O75439|Q10713|Q9Y5J6|P62072|Q9Y5J7|Q9Y5J9|Q9UJZ1|Q9HAV7|Q96DA6|	PMPCB|PMPCA|TIMM10B|TIMM10|TIMM9|TIMM8B|STOML2|GRPEL1|DNAJC19|
GO:0006851	mitochondrial calcium ion transmembrane transport	biological_process	3	22	0.902713763	1	O75439|Q10713|Q9UJZ1|	PMPCB|PMPCA|STOML2|
GO:0006869	lipid transport	biological_process	4	46	0.969667835	1	O95573|P61916|O14975|Q4KMQ2|	ACSL3|NPC2|SLC27A2|ANO6|
GO:0006873	cellular ion homeostasis	biological_process	14	490	0.556745295	0.785810811	P05026|P38606|Q15904|P55085|P62873|P09601|P50897|P17612|P52306|O76024|P51149|O76061|O14745|Q9UJZ1|	ATP1B1|ATP6V1A|ATP6AP1|F2RL1|GNB1|HMOX1|PPT1|PRKACA|RAP1GDS1|WFS1|RAB7A|STC2|SLC9A3R1|STOML2|
GO:0006874	cellular calcium ion homeostasis	biological_process	8	128	0.186760381	0.401050788	P05026|P55085|P62873|P17612|P52306|O76024|O76061|Q9UJZ1|	ATP1B1|F2RL1|GNB1|PRKACA|RAP1GDS1|WFS1|STC2|STOML2|
GO:0006875	cellular metal ion homeostasis	biological_process	11	299	0.583126461	0.805740988	P05026|P38606|Q15904|P55085|P62873|P09601|P17612|P52306|O76024|O76061|Q9UJZ1|	ATP1B1|ATP6V1A|ATP6AP1|F2RL1|GNB1|HMOX1|PRKACA|RAP1GDS1|WFS1|STC2|STOML2|
GO:0006879	cellular iron ion homeostasis	biological_process	3	16	0.510033482	0.754975978	P38606|Q15904|P09601|	ATP6V1A|ATP6AP1|HMOX1|
GO:0006885	regulation of pH	biological_process	3	18	0.673455418	0.884615385	Q15904|P50897|P51149|	ATP6AP1|PPT1|RAB7A|
